Model,VIN (1-10),County,City,2020 GEOID,State,Vehicle Location
BOLT EV,1G1FZ6S08M,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
X5,5UX43EU02R,Kitsap,Poulsbo,53035940100,WA,POINT (-122.64681 47.73689)
IONIQ 6,KMHM54AC2R,King,Seattle,53033005803,WA,POINT (-122.40092 47.65908)
EQUINOX,3GN7DSRP9T,Kitsap,Seabeck,53035091301,WA,POINT (-122.81585 47.64509)
MODEL 3,5YJ3E1EA6K,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
330E,3MW39FS00P,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
TAYCAN,WP0AA2Y1XP,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGDEE8N,Thurston,Olympia,53067011822,WA,POINT (-123.04078 46.94792)
LEAF,1N4CZ1CV9S,King,Renton,53033025601,WA,POINT (-122.11589 47.50243)
WRANGLER,1C4JJXR62P,Clark,Washougal,53011040513,WA,POINT (-122.35341 45.57923)
MODEL Y,7SAYGDEF7S,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL Y,5YJYGDED7M,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
MODEL 3,5YJ3E1EB8M,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
R1S,7PDSGABA2R,Kitsap,Silverdale,53035091205,WA,POINT (-122.69275 47.65171)
IONIQ,KMHC85LJ9L,King,Seattle,53033010401,WA,POINT (-122.31449 47.53917)
PACIFICA,2C4RC1L7XJ,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
BLAZER,3GNKDCRJ6R,Kitsap,Kingston,53035090102,WA,POINT (-122.4977 47.79802)
SORENTO,KNDRMDJH8S,King,Seattle,53033003601,WA,POINT (-122.31676 47.68156)
A3,WAUUPBFF6J,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
R1S,7PDSGBBA0P,King,Lake Forest Park,53033021300,WA,POINT (-122.30304 47.75494)
NIRO,KNDCT3L13P,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
RANGE ROVER SPORT,SAL119F44R,Thurston,Olympia,53067011901,WA,POINT (-122.92018 47.04575)
MODEL Y,7SAYGDEE6R,King,Woodinville,53033032320,WA,POINT (-122.15545 47.75448)
NIRO,KNDCR3L15R,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EA0R,King,Kent,53033029507,WA,POINT (-122.19976 47.37483)
MODEL 3,5YJ3E1EAXJ,King,Renton,53033029305,WA,POINT (-122.19488 47.44034)
IONIQ 5,KM8KNDAFXP,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
XC90,YV4H60CM6N,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
MODEL 3,5YJ3E1EA9P,King,Kirkland,53033021904,WA,POINT (-122.22901 47.72201)
MODEL 3,5YJ3E1EAXM,King,Seattle,53033008401,WA,POINT (-122.34223 47.61085)
BOLT EUV,1G1FY6S01P,Clark,Vancouver,53011041331,WA,POINT (-122.55149 45.69345)
NIRO,KNDCE3LG9N,Kitsap,Bremerton,53035080600,WA,POINT (-122.62749 47.565)
NIRO,KNDCC3LG3N,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
EV6,KNDC34LB4R,Snohomish,Lake Stevens,53061052604,WA,POINT (-122.06402 48.01497)
ID.4,1V2WNPE89P,King,Auburn,53033030504,WA,POINT (-122.2229 47.307)
MODEL 3,5YJ3E1EA2K,King,Bellevue,53033023701,WA,POINT (-122.1621 47.64441)
WRANGLER,1C4RJXR66R,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EA5M,King,Seattle,53033000202,WA,POINT (-122.30253 47.72656)
HARDTOP,WMW13DJ07R,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
EV6,KNDC3DLC0R,Thurston,Olympia,53067010300,WA,POINT (-122.89165 47.03954)
MODEL Y,7SAYGDEE3T,King,Kent,53033029408,WA,POINT (-122.17743 47.41185)
LEAF,1N4AZ0CP7F,Kitsap,Poulsbo,53035090502,WA,POINT (-122.64681 47.73689)
EQUINOX,3GN7DSRR2S,Clark,Vancouver,53011041335,WA,POINT (-122.48723 45.63701)
WRANGLER,1C4RJXN66R,King,Maple Valley,53033032010,WA,POINT (-122.04526 47.39394)
HORNET,ZACPDFCW9R,King,Lake Forest Park,53033021500,WA,POINT (-122.30304 47.75494)
LEAF,1N4AZ0CP0F,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL Y,5YJYGAEE0M,King,Bellevue,53033024800,WA,POINT (-122.12096 47.55584)
MODEL Y,7SAYGDED8P,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
LEAF,1N4BZ1BV8M,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EA3J,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
ID.4,1V2WSPE80R,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
500,3C3CFFGE8F,King,Bellevue,53033023201,WA,POINT (-122.12056 47.61334)
MODEL 3,5YJ3E1EA2R,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
RAV4 PRIME (PHEV),JTMFB3FV7R,King,Des Moines,53033028902,WA,POINT (-122.30615 47.38542)
PACIFICA,2C4RC1N79N,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
LEAF,1N4AZ1CP4J,King,Shoreline,53033020200,WA,POINT (-122.37238 47.74068)
LEAF,1N4AZ1CP0J,Clark,Vancouver,53011040811,WA,POINT (-122.62731 45.71668)
MODEL Y,7SAYGDEF1P,King,Renton,53033025202,WA,POINT (-122.18839 47.51197)
500,3C3CFFGE3F,King,Seattle,53033006100,WA,POINT (-122.32427 47.63433)
MODEL 3,5YJ3E1EB2N,King,Seattle,53033008300,WA,POINT (-122.34223 47.61085)
MODEL 3,5YJ3E1EBXJ,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
XC60,YV4H60RM1T,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
LEAF,1N4AZ1BV0N,King,Sammamish,53033032217,WA,POINT (-122.03539 47.61344)
I3,WBY1Z8C50H,Snohomish,Edmonds,53061050700,WA,POINT (-122.37695 47.81113)
EX30,YV4EK3ZL4S,King,Seattle,53033006702,WA,POINT (-122.34845 47.63283)
MODEL Y,7SAYGDED8T,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
LEAF,1N4BZ0CP2H,King,Seattle,53033002900,WA,POINT (-122.38418 47.70044)
KONA,KM8K33AG9P,King,Kirkland,53033022005,WA,POINT (-122.22901 47.72201)
F-150,1FT6W5L79R,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
R1S,7PDSGBBA6S,Kitsap,Poulsbo,53035090501,WA,POINT (-122.64681 47.73689)
BZ,JTMBDAFB0T,King,Normandy Park,53033028600,WA,POINT (-122.34731 47.45207)
IONIQ 6,KMHM34AA5S,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
BOLT EV,1G1FZ6S08K,King,Duvall,53033032402,WA,POINT (-121.98609 47.74068)
LEAF,1N4BZ1DV2M,King,Seattle,53033000402,WA,POINT (-122.33364 47.73709)
IX,WB533CF00P,Clark,Vancouver,53011041313,WA,POINT (-122.55149 45.69345)
E-GOLF,WVWKP7AU0G,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGAEE2P,King,Kenmore,53033022102,WA,POINT (-122.24369 47.75892)
NIRO,KNDCC3LD7J,King,Bellevue,53033023300,WA,POINT (-122.11867 47.63131)
RS E-TRON GT,WAUAHBFW6N,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
TAYCAN,WP0AC2Y12M,King,Bellevue,53033024002,WA,POINT (-122.1872 47.61001)
IONIQ 5,7YAKNDDCXS,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
CX-90,JM3KKEHA3R,King,Seattle,53033004800,WA,POINT (-122.38591 47.67597)
MODEL Y,7SAYGDED3T,King,Bellevue,53033023801,WA,POINT (-122.1872 47.61001)
LEAF,1N4AZ1BV3P,Snohomish,Bothell,53061052009,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EB3R,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
ID.4,1V2JSPE87S,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
GRAND CHEROKEE,1C4RJYB69R,Clark,Vancouver,53011041208,WA,POINT (-122.59219 45.62158)
BOLT EV,1G1FX6S04J,Clark,Vancouver,53011041335,WA,POINT (-122.48723 45.63701)
MODEL Y,7SAYGDEE0R,Snohomish,Bothell,53061051934,WA,POINT (-122.20105 47.84423)
IX,WB523CF02S,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
MUSTANG MACH-E,3FMTK3SS8P,King,Auburn,53033030802,WA,POINT (-122.2229 47.307)
BLAZER,3GNKDBRJ4R,King,Auburn,53033030504,WA,POINT (-122.2229 47.307)
MODEL 3,5YJ3E1EB7K,Yakima,Yakima,53077000800,WA,POINT (-120.51904 46.59782)
MODEL Y,7SAYGDEEXN,King,Seattle,53033006400,WA,POINT (-122.30207 47.64085)
LEAF,1N4AZ1CP3K,King,Bellevue,53033023300,WA,POINT (-122.11867 47.63131)
MODEL 3,5YJ3E1EBXR,Thurston,Olympia,53067010200,WA,POINT (-122.87741 47.05997)
MODEL Y,7SAYGDEE5R,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
RAV4 PRIME (PHEV),JTMEB3FV9R,Yakima,Yakima,53077003002,WA,POINT (-120.60272 46.59656)
I5,WBY33HG0XT,King,Seattle,53033009300,WA,POINT (-122.32741 47.58616)
E-GOLF,WVWKR7AUXK,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
IX,WB523CF02S,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
MODEL Y,7SAYGDEE7P,King,Renton,53033029308,WA,POINT (-122.19488 47.44034)
MODEL Y,7SAYGDEF6P,King,Renton,53033029304,WA,POINT (-122.08747 47.4466)
CX-70,JM3KJEHA2S,King,Seattle,53033001400,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGAEE5N,King,Sammamish,53033032215,WA,POINT (-122.03539 47.61344)
XC90,YV4H60CF9R,Snohomish,Mukilteo,53061041301,WA,POINT (-122.29196 47.89908)
EV9,KNDAEFS57R,Clark,Camas,53011040610,WA,POINT (-122.40177 45.58705)
PRIUS PRIME (PHEV),JTDKARFP0H,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
LEAF,1N4AZ0CP8D,Thurston,Olympia,53067010200,WA,POINT (-122.87741 47.05997)
LEAF,JN1AZ0CP1C,King,Shoreline,53033021000,WA,POINT (-122.33364 47.73709)
TAYCAN,WP0AA2Y14N,King,Kirkland,53033022703,WA,POINT (-122.2066 47.67887)
GRAND CHEROKEE,1C4RJYB69R,Kitsap,Bremerton,53035091500,WA,POINT (-122.61158 47.62691)
ESCAPE,1FMCU0EZ0N,Clark,Vancouver,53011040412,WA,POINT (-122.62731 45.71668)
X3,5UXTS1C08M,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
XC90,YV4H600L7N,King,Renton,53033025201,WA,POINT (-122.18839 47.51197)
MODEL Y,7SAYGDEE2P,Clark,Washougal,53011040511,WA,POINT (-122.35341 45.57923)
ARIYA MPV,JN8DF0CH6S,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL 3,5YJ3E1EA9L,King,Kent,53033029505,WA,POINT (-122.19976 47.37483)
X3,5UXTS1C04M,Snohomish,Mukilteo,53061041301,WA,POINT (-122.29196 47.89908)
MODEL Y,7SAYGDEEXT,Clark,Vancouver,53011041205,WA,POINT (-122.59219 45.62158)
WRANGLER,1C4RJXP67R,Yakima,Selah,53077003200,WA,POINT (-120.53145 46.65405)
BOLT EV,1G1FZ6S08K,King,Seattle,53033006600,WA,POINT (-122.32427 47.63433)
G-CLASS,W1NWM0AB7S,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDET7T,King,Issaquah,53033032104,WA,POINT (-122.03439 47.5301)
RAV4 PRIME (PHEV),JTMAB3FV4M,Kitsap,Poulsbo,53035940100,WA,POINT (-122.64681 47.73689)
MODEL 3,5YJ3E1EA0L,Cowlitz,Longview,53015000502,WA,POINT (-122.95058 46.14681)
MODEL 3,5YJ3E1EA7P,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
IX,WB523CF06R,Snohomish,Marysville,53061940001,WA,POINT (-122.17138 48.10433)
MODEL 3,5YJ3E1EB0N,Clark,Vancouver,53011041331,WA,POINT (-122.55149 45.69345)
MODEL 3,5YJ3E1EB0S,King,Renton,53033031910,WA,POINT (-122.08747 47.4466)
MODEL Y,7SAYGDEE8P,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
COUNTRYMAN,WMZ23BS02M,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
CAYENNE,WP1AN2AY6S,King,Redmond,53033022605,WA,POINT (-122.13158 47.67858)
NIRO,KNDCS3LF3S,King,Renton,53033025303,WA,POINT (-122.20489 47.47532)
MODEL 3,5YJ3E1ECXL,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
R1T,7FCTGAAL7N,Kitsap,Silverdale,53035091206,WA,POINT (-122.69275 47.65171)
PRIUS,JTDKN3DP5C,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
I3,WBY7Z4C59J,King,Normandy Park,53033028600,WA,POINT (-122.34731 47.45207)
MODEL Y,7SAYGAEE2R,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
MACAN,WP1AA2XA9R,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
NX,JTJHKCFZ2S,King,Renton,53033025806,WA,POINT (-122.19488 47.44034)
MODEL Y,7SAYGAEE8P,Snohomish,Bothell,53061051917,WA,POINT (-122.18384 47.8031)
R1S,7PDSGFBA9T,King,Seattle,53033006800,WA,POINT (-122.36381 47.63046)
MODEL 3,5YJ3E1EB6J,Yakima,Union Gap,53077001400,WA,POINT (-120.71847 46.55029)
R1S,7PDSGBBP1T,King,Seattle,53033001702,WA,POINT (-122.37238 47.74068)
E-TRON GT,WAUFJBFWXR,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
BOLT,1G1FY6EV1V,King,Seattle,53033000602,WA,POINT (-122.33364 47.73709)
MODEL 3,5YJ3E1EA9P,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
PACIFICA,2C4RC1N71J,King,Bellevue,53033023701,WA,POINT (-122.1621 47.64441)
PROLOGUE,3GPKHZRJ8R,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
MODEL Y,7SAYGDED0S,King,Bellevue,53033022805,WA,POINT (-122.1621 47.64441)
MODEL Y,7SAYGDEE1T,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
VOLT,1G1RC6S54J,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EB2N,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
RAV4 PRIME (PHEV),JTMAB3FV8M,Clark,Vancouver,53011040907,WA,POINT (-122.70303 45.70954)
XC90,YV4H60LE6R,King,Seattle,53033006703,WA,POINT (-122.34845 47.63283)
500,3C3CFFGE9H,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
ID.4,1V2WNPE88P,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
VOLT,1G1RD6E47E,Kitsap,Bremerton,53035080600,WA,POINT (-122.62749 47.565)
E-GOLF,WVWKR7AU1K,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
PACIFICA,2C4RC1L77L,King,Seattle,53033000403,WA,POINT (-122.33364 47.73709)
MODEL Y,7SAYGDEE1T,Thurston,Olympia,53067011901,WA,POINT (-122.92018 47.04575)
MODEL Y,7SAYGDEE3P,King,Bellevue,53033022804,WA,POINT (-122.12056 47.61334)
BOLT EV,1G1FW6S00J,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
R1S,7PDSGABA2P,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
ID.4,WVGJNPE20N,King,Seattle,53033000402,WA,POINT (-122.33364 47.73709)
LEAF,1N4BZ0CP9H,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
RZ,JTJAAAAB6R,Kitsap,Silverdale,53035091205,WA,POINT (-122.69275 47.65171)
IONIQ 5,7YAKNDDC9T,King,Seattle,53033011300,WA,POINT (-122.35163 47.54287)
MODEL 3,5YJ3E1EB6M,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
BOLT EUV,1G1FY6S03P,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEEXR,King,Seattle,53033006900,WA,POINT (-122.36381 47.63046)
MODEL Y,7SAYGAEE6S,King,Kent,53033031800,WA,POINT (-122.10798 47.37124)
MUSTANG MACH-E,3FMTK3SU1R,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
ARIYA HATCHBACK,JN1BF0BA7P,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
MODEL 3,5YJ3E1EA7P,King,Redmond,53033022606,WA,POINT (-122.13158 47.67858)
MODEL 3,5YJ3E1EA5L,Clark,Vancouver,53011040703,WA,POINT (-122.57722 45.64251)
MUSTANG MACH-E,3FMTK3SUXM,King,Kent,53033029701,WA,POINT (-122.19976 47.37483)
ID.4,1V2DNPE88P,King,Bellevue,53033023808,WA,POINT (-122.1872 47.61001)
GV60,KMUKEDSBXS,King,Woodinville,53033032319,WA,POINT (-122.15545 47.75448)
R1S,7PDSGBBA9P,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
SPORTAGE,KNDPZDDH4S,Yakima,Yakima,53077000800,WA,POINT (-120.51904 46.59782)
MODEL 3,5YJ3E1EC2P,King,Bellevue,53033024904,WA,POINT (-122.12096 47.55584)
MODEL Y,7SAYGDEF3P,King,Kirkland,53033022006,WA,POINT (-122.22901 47.72201)
KONA,KM8HC3A68R,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
MODEL Y,7SAYGDEF4P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
X3,5UXTS1C06M,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEE4R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE7T,King,Bellevue,53033024901,WA,POINT (-122.12096 47.55584)
MODEL 3,5YJ3E1EA8J,Thurston,Yelm,53067012412,WA,POINT (-122.60735 46.94239)
EV6,5XYC4DJC9S,King,Maple Valley,53033031604,WA,POINT (-122.04526 47.39394)
MODEL Y,7SAYGDEE0P,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
CLARITY,JHMZC5F30L,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
NIRO,KNDCS3LF4S,Thurston,Yelm,53067012422,WA,POINT (-122.60735 46.94239)
BOLT EV,1G1FY6S0XK,Klickitat,White Salmon,53039950301,WA,POINT (-121.48704 45.72776)
A3,WAUTPBFF8H,Kitsap,Port Orchard,53035092500,WA,POINT (-122.63848 47.5414)
MODEL S,5YJSA1E22H,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGAEEXR,King,Bellevue,53033023201,WA,POINT (-122.12056 47.61334)
ID.4,WVGJNPE21N,King,Seattle,53033003000,WA,POINT (-122.38418 47.70044)
NX,JTJHKCFZ4S,King,Bellevue,53033023403,WA,POINT (-122.11867 47.63131)
XC60,YV4H60RM6S,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
COUNTRYMAN,WMZ53GA05S,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
ID.4,1V2WNPE83P,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
MODEL 3,5YJ3E1EA5T,Clark,Vancouver,53011040910,WA,POINT (-122.70303 45.70954)
MODEL S,5YJSA1E58R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
R1S,7PDSGBBA5S,King,Seattle,53033006500,WA,POINT (-122.32427 47.63433)
LEAF,1N4BZ0CP0H,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
F-150,1FTVW1EL8P,King,Shoreline,53033020200,WA,POINT (-122.37238 47.74068)
MODEL 3,5YJ3E1EB1N,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
IX,WB523CF02S,King,Kirkland,53033022703,WA,POINT (-122.2066 47.67887)
ID.4,1V2DSPE80R,King,Seattle,53033007901,WA,POINT (-122.31009 47.60803)
MODEL Y,7SAYGDED8R,Kitsap,Bremerton,53035091900,WA,POINT (-122.61158 47.62691)
MODEL Y,7SAYGDEEXR,King,Renton,53033025803,WA,POINT (-122.08747 47.4466)
IX,WB523CF05S,King,Bellevue,53033023201,WA,POINT (-122.12056 47.61334)
MODEL Y,7SAYGDEE0T,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
IONIQ 6,KMHM24AB8R,King,Lake Forest Park,53033021400,WA,POINT (-122.30304 47.75494)
ESCAPE,1FMCU0E13S,Kitsap,Bremerton,53035081000,WA,POINT (-122.65223 47.57192)
MODEL 3,5YJ3E1EB7L,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE2N,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
E-GOLF,WVWKR7AU0K,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
C40,YV4ED3GB3N,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
R1T,7FCTGAAL5N,King,Kirkland,53033021904,WA,POINT (-122.22901 47.72201)
BLAZER,3GNKDBRJ8R,King,Bellevue,53033024704,WA,POINT (-122.12096 47.55584)
MODEL 3,5YJ3E1EA4J,King,Seattle,53033007001,WA,POINT (-122.36381 47.63046)
IONIQ 6,KMHM34AC0S,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
MODEL 3,5YJ3E1EB8J,King,Seattle,53033002700,WA,POINT (-122.35436 47.67596)
MODEL 3,5YJ3E1EA5M,King,Seattle,53033004401,WA,POINT (-122.31676 47.68156)
V60,YV1H60EP3N,King,Bellevue,53033023401,WA,POINT (-122.1621 47.64441)
MODEL Y,7SAYGDEE6R,Snohomish,Mukilteo,53061042006,WA,POINT (-122.29196 47.89908)
BZ,JTMBCAEB6T,King,Federal Way,53033030203,WA,POINT (-122.3303 47.30151)
MODEL Y,7SAYGDEE3T,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
PROLOGUE,3GPKHXRJ7T,King,Bellevue,53033024902,WA,POINT (-122.12096 47.55584)
ID.4,1V2WNPE81P,King,Shoreline,53033020401,WA,POINT (-122.30304 47.75494)
MODEL Y,7SAYGDEE5P,Clark,Vancouver,53011040810,WA,POINT (-122.64443 45.67871)
SOLTERRA,JTMABABA8R,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
PRIUS,JTDKN3DP3D,King,Seattle,53033006702,WA,POINT (-122.34845 47.63283)
SIERRA,1GT10MED8S,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
TAYCAN,WP0AB2Y17M,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
MODEL Y,5YJYGDEF3M,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
PANAMERA,WP0AE2A77K,King,Redmond,53033032330,WA,POINT (-122.13158 47.67858)
LEAF,1N4AZ1CV9M,King,Seattle,53033008600,WA,POINT (-122.31009 47.60803)
MODEL Y,7SAYGDEEXP,King,Seattle,53033007700,WA,POINT (-122.31009 47.60803)
IONIQ 5,KM8KNDAF4P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
MODEL S,5YJSA1E67M,King,Kirkland,53033022300,WA,POINT (-122.22901 47.72201)
I4,WBY43HD0XS,King,Seattle,53033007301,WA,POINT (-122.34845 47.63283)
SPORTAGE,KNDPZDDH5R,King,Bellevue,53033023000,WA,POINT (-122.11867 47.63131)
SILVERADO,1GC10UED0R,Thurston,Tumwater,53067010801,WA,POINT (-122.89165 47.03954)
MODEL Y,7SAYGDEF8S,King,Auburn,53033031208,WA,POINT (-122.18263 47.31825)
EQS-CLASS SUV,4JGDM2EB7P,King,Sammamish,53033032224,WA,POINT (-122.03539 47.61344)
MODEL Y,7SAYGDEE9P,Clark,Vancouver,53011041322,WA,POINT (-122.49212 45.60365)
MODEL 3,5YJ3E1EA4P,King,Shoreline,53033021000,WA,POINT (-122.30304 47.75494)
MODEL 3,5YJ3E1EB8N,King,Sammamish,53033032216,WA,POINT (-122.03539 47.61344)
RAV4 PRIME (PHEV),JTM7ERAV9T,King,Seattle,53033011901,WA,POINT (-122.25031 47.49481)
BOLT EV,1G1FX6S05H,Clark,Vancouver,53011041317,WA,POINT (-122.48723 45.63701)
BOLT EUV,1G1FZ6S04P,Snohomish,Stanwood,53061053202,WA,POINT (-122.37265 48.24159)
IONIQ 5,KM8KMDAF4N,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
KONA,KM8HA3A63S,King,Bellevue,53033024800,WA,POINT (-122.12096 47.55584)
MODEL X,5YJXCBE24H,King,Kirkland,53033022300,WA,POINT (-122.22901 47.72201)
NIRO,KNDCR3L11P,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
VISTIQ,1GYC3MML3T,King,Shoreline,53033020600,WA,POINT (-122.30304 47.75494)
BOLT EUV,1G1FZ6S00N,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
WAGONEER S,3C4RJNAK2S,Clark,Vancouver,53011041203,WA,POINT (-122.57722 45.64251)
Q6,WA124BGF6S,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
MODEL X,5YJXCBE25J,King,Sammamish,53033032215,WA,POINT (-122.02054 47.60326)
MODEL 3,5YJ3E1EA7S,King,Lake Forest Park,53033021300,WA,POINT (-122.30304 47.75494)
EQS-CLASS SEDAN,W1KCG4EB2N,Clark,Vancouver,53011041208,WA,POINT (-122.59219 45.62158)
MODEL 3,5YJ3E1EA5M,King,Kent,53033029407,WA,POINT (-122.17743 47.41185)
MODEL S,5YJSA1E57N,King,Seattle,53033008401,WA,POINT (-122.32945 47.60357)
SPORTAGE,KNDPYDAH7P,King,Seattle,53033002600,WA,POINT (-122.31676 47.68156)
LEAF,1N4AZ1BV2P,King,Kirkland,53033021905,WA,POINT (-122.22901 47.72201)
IONIQ 5,7YAKRDDC6T,King,Auburn,53033030600,WA,POINT (-122.2229 47.307)
MODEL Y,7SAYGAEE9P,King,Kirkland,53033022402,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EC8N,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGDED8T,King,Bellevue,53033022804,WA,POINT (-122.12056 47.61334)
EV6,5XYC3DJC7S,Clark,Vancouver,53011041323,WA,POINT (-122.49212 45.60365)
EX30,YV4EK3ZL1S,King,Seattle,53033003602,WA,POINT (-122.35436 47.67596)
MODEL Y,7SAYGDEE8R,Clark,Ridgefield,53011040905,WA,POINT (-122.74595 45.81539)
I4,WBY43HD07S,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
MODEL Y,5YJYGDEE0M,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
MODEL Y,7SAYGDEE7P,King,Woodinville,53033021906,WA,POINT (-122.15545 47.75448)
I3,WBY1Z4C53G,King,Newcastle,53033025001,WA,POINT (-122.18839 47.51197)
